date,competition,url,country,class,getsum
11-Aug-12,Memorial Henryka Lasaka,/iframe/CompetitionResults/43970?disciplineId=10,POL,1.2,0
11 Aug-12 Aug 2012,Ronde des Vallées,/iframe/CompetitionResults/44456?disciplineId=10,FRA,2.1,0
09 Aug-12 Aug 2012,Tour of Szeklerland,/iframe/CompetitionResults/45140?disciplineId=10,ROU,2.2,0
09 Aug-12 Aug 2012,La Mi-Août en Bretagne,/iframe/CompetitionResults/45217?disciplineId=10,FRA,2.2,0
07 Aug-11 Aug 2012,Tour de l'Ain - La route du progrès,/iframe/CompetitionResults/43266?disciplineId=10,FRA,2.1,0
07 Aug-11 Aug 2012,Vuelta Ciclista a León,/iframe/CompetitionResults/43915?disciplineId=10,ESP,2.2,0
07 Aug-12 Aug 2012,Tour of Utah,/iframe/CompetitionResults/44805?disciplineId=10,USA,2.1,0
5-Aug-12,Trofeo Internazionale Bastianelli,/iframe/CompetitionResults/43593?disciplineId=10,ITA,1.2,0
5-Aug-12,Antwerpse Havenpijl,/iframe/CompetitionResults/43989?disciplineId=10,BEL,1.2,0
04 Aug-12 Aug 2012,La Route de France,/iframe/CompetitionResults/44613?disciplineId=10,FRA,2.1,0
4-Aug-12,Erpe-Mere (Erondegem),/iframe/CompetitionResults/45554?disciplineId=10,BEL,1.2,0
03 Aug-05 Aug 2012,Liège - La Gleize,/iframe/CompetitionResults/43606?disciplineId=10,BEL,2.1,0
03 Aug-05 Aug 2012,Tour of Elk Grove,/iframe/CompetitionResults/44806?disciplineId=10,USA,2.1,0
01 Aug-05 Aug 2012,Vuelta a Burgos,/iframe/CompetitionResults/42950?disciplineId=10,ESP,2.HC,1
01 Aug-02 Aug 2012,Paris-Corrèze,/iframe/CompetitionResults/44190?disciplineId=10,FRA,2.1,0
31-Jul-12,"Circuito de Getxo Memorial Ricardo Otxoa""","/iframe/CompetitionResults/42947?disciplineId=10""",ESP,1.1,0
29-Jul-12,Trofeo Matteotti,/iframe/CompetitionResults/42804?disciplineId=10,ITA,1.1,0
29-Jul-12,La Poly Normande,/iframe/CompetitionResults/44372?disciplineId=10,FRA,1.1,0
29-Jul-12,Ronde van Vlaanderen Juniores - Tour des Flandres Juniors,/iframe/CompetitionResults/44618?disciplineId=10,BEL,1.1,0
28 Jul-30 Jul 2012,Kreiz Breizh Elites,/iframe/CompetitionResults/45021?disciplineId=10,FRA,2.2,0
27 Jul-29 Jul 2012,Internationale Niedersachsen-Rundfahrt der Junioren,/iframe/CompetitionResults/43368?disciplineId=10,GER,2.1,0
26 Jul-29 Jul 2012,Tour de la Région de Lodz,/iframe/CompetitionResults/43986?disciplineId=10,POL,2.1,0
25-Jul-12,Prueba Villafranca-Ordiziako Klasika,/iframe/CompetitionResults/42798?disciplineId=10,ESP,1.1,0
25 Jul-29 Jul 2012,Tour Alsace,/iframe/CompetitionResults/44881?disciplineId=10,FRA,2.2,0
22-Jul-12,Grand Prix de la ville de Pérenchies,/iframe/CompetitionResults/43573?disciplineId=10,FRA,1.2,0
22-Jul-12,Central European Tour Budapest GP,/iframe/CompetitionResults/45562?disciplineId=10,HUN,1.2,0
21 Jul-25 Jul 2012,Tour de Wallonie,/iframe/CompetitionResults/43242?disciplineId=10,BEL,2.HC,1
21-Jul-12,Central European Tour Miskolc GP,/iframe/CompetitionResults/45561?disciplineId=10,HUN,1.2,0
19 Jul-22 Jul 2012,Tour Féminin en Limousin,/iframe/CompetitionResults/44519?disciplineId=10,FRA,2.2,0
17 Jul-22 Jul 2012,Tour de l'Abitibi,/iframe/CompetitionResults/45072?disciplineId=10,CAN,2.1,0
15-Jul-12,Trofeo San Rocco,/iframe/CompetitionResults/44679?disciplineId=10,ITA,1.1,0
15-Jul-12,Dwars door de Westhoek,/iframe/CompetitionResults/45395?disciplineId=10,BEL,1.2,0
14-Jul-12,GP Nobili Rubinetterie Coppa Citta di Stresa,/iframe/CompetitionResults/45309?disciplineId=10,ITA,1.1,0
13 Jul-15 Jul 2012,Oberösterreich Juniorenrundfahrt,/iframe/CompetitionResults/45283?disciplineId=10,AUT,2.1,0
12 Jul-15 Jul 2012,GP Internacional Torres Vedras - Trofeu Joaquim Agostinho,/iframe/CompetitionResults/43236?disciplineId=10,POR,2.2,0
12 Jul-15 Jul 2012,Tour de Bretagne Féminin,/iframe/CompetitionResults/43321?disciplineId=10,FRA,2.2,0
12 Jul-15 Jul 2012,Ain'Ternational-Rhône Alpes-Valromey Tour,/iframe/CompetitionResults/44830?disciplineId=10,FRA,2.1,0
11-Jul-12,GP van de stad Geel,/iframe/CompetitionResults/43561?disciplineId=10,BEL,1.2,0
11-Jul-12,Gent - Menen,/iframe/CompetitionResults/44214?disciplineId=10,BEL,1.1,0
11-Jul-12,Grand Prix de Rimouski,/iframe/CompetitionResults/45618?disciplineId=10,CAN,1.1,0
10 Jul-16 Jul 2012,Tour de Pologne,/iframe/CompetitionResults/43271?disciplineId=10,POL,2.UWT,1
8-Jul-12,GP de Pont à Marcq - La Ronde Pévèloise,/iframe/CompetitionResults/43570?disciplineId=10,FRA,1.2,0
8-Jul-12,Giro del Medio Brenta,/iframe/CompetitionResults/43586?disciplineId=10,ITA,1.2,0
07 Jul-08 Jul 2012,GP Général Patton,/iframe/CompetitionResults/43354?disciplineId=10,LUX,2.Ncup,0
06 Jul-15 Jul 2012,Vuelta Ciclista a Venezuela,/iframe/CompetitionResults/43301?disciplineId=10,VEN,2.2,0
06 Jul-09 Jul 2012,Sint-Martinusprijs Kontich,/iframe/CompetitionResults/43787?disciplineId=10,BEL,2.1,0
05 Jul-08 Jul 2012,Tour de Feminin - O cenu Českého Švýcarska,/iframe/CompetitionResults/43324?disciplineId=10,CZE,2.2,0
04 Jul-08 Jul 2012,Course Cycliste de Solidarnosc et des Champions Olympiques,/iframe/CompetitionResults/43203?disciplineId=10,POL,2.1,0
04 Jul-08 Jul 2012,Sibiu Cycling Tour,/iframe/CompetitionResults/45535?disciplineId=10,ROU,2.2,0
01 Jul-08 Jul 2012,Int. Österreich-Rundfahrt-Tour of Austria,/iframe/CompetitionResults/43193?disciplineId=10,AUT,2.HC,1
30 Jun-22 Jul 2012,Tour de France,/iframe/CompetitionResults/42784?disciplineId=10,FRA,2.UWT,1
30-Jun-12,Omloop Het Nieuwsblad Beloften/Circuit Het Nieuwsblad Espoirs,/iframe/CompetitionResults/45436?disciplineId=10,BEL,1.2,0
29 Jun-12 Jul 2012,Tour of Qinghai Lake,/iframe/CompetitionResults/44330?disciplineId=10,CHN,2.HC,1
28 Jun-01 Jul 2012,Czech Cycling Tour,/iframe/CompetitionResults/45486?disciplineId=10,CZE,2.2,0
27-Jun-12,Internationale Wielertrofee Jong Maar Moedig I.W.T.,/iframe/CompetitionResults/43769?disciplineId=10,BEL,1.2,0
20-Jun-12,Halle-Ingooigem,/iframe/CompetitionResults/44255?disciplineId=10,BEL,1.1,0
17-Jun-12,Flèche Ardennaise,/iframe/CompetitionResults/43519?disciplineId=10,BEL,1.2,0
17-Jun-12,Trofeo Buffoni,/iframe/CompetitionResults/43542?disciplineId=10,ITA,1.1,0
17-Jun-12,Polygon Tour de Jakarta,/iframe/CompetitionResults/45390?disciplineId=10,INA,1.2,0
16 Jun-17 Jun 2012,Giro del Trentino Alto Adige - Südtirol,/iframe/CompetitionResults/43735?disciplineId=10,ITA,2.1,0
15 Jun-17 Jun 2012,Oberösterreichrundfahrt,/iframe/CompetitionResults/45305?disciplineId=10,AUT,2.2,0
14 Jun-17 Jun 2012,Route du Sud - la Dépêche du Midi,/iframe/CompetitionResults/42614?disciplineId=10,FRA,2.1,0
14 Jun-17 Jun 2012,Ster ZLM Toer GP Jan van Heeswijk,/iframe/CompetitionResults/43110?disciplineId=10,NED,2.1,0
14 Jun-17 Jun 2012,Tour de Slovénie,/iframe/CompetitionResults/43144?disciplineId=10,SLO,2.1,0
14 Jun-17 Jun 2012,Boucles de la Mayenne,/iframe/CompetitionResults/44352?disciplineId=10,FRA,2.2,0
14 Jun-16 Jun 2012,Rabo Ster Zeeuwsche Eilanden,/iframe/CompetitionResults/44643?disciplineId=10,NED,2.2,0
14 Jun-17 Jun 2012,Tour des Pays de Savoie,/iframe/CompetitionResults/45196?disciplineId=10,FRA,2.2,0
12 Jun-24 Jun 2012,Vuelta a Colombia,/iframe/CompetitionResults/43073?disciplineId=10,COL,2.2,0
12 Jun-17 Jun 2012,Tour de Beauce,/iframe/CompetitionResults/43200?disciplineId=10,CAN,2.2,0
12 Jun-17 Jun 2012,Tour de Serbie,/iframe/CompetitionResults/43695?disciplineId=10,SRB,2.2,0
10-Jun-12,ProRace Berlin,/iframe/CompetitionResults/45530?disciplineId=10,GER,1.1,0
9-Jun-12,Ronde Van Zeeland Seaports,/iframe/CompetitionResults/42729?disciplineId=10,NED,1.1,0
09 Jun-17 Jun 2012,Tour de Suisse,/iframe/CompetitionResults/42767?disciplineId=10,SUI,2.UWT,1
09 Jun-15 Jun 2012,Internationale Thüringen-Rundfahrt U23,/iframe/CompetitionResults/43329?disciplineId=10,GER,2.2U,0
09 Jun-10 Jun 2012,Kwita Izina Cycling Tour,/iframe/CompetitionResults/45493?disciplineId=10,RWA,2.2,0
08 Jun-17 Jun 2012,Giro Ciclistico d'Italia,/iframe/CompetitionResults/43213?disciplineId=10,ITA,2.2,0
7-Jun-12,GP du canton d'Argovie,/iframe/CompetitionResults/42809?disciplineId=10,SUI,1.1,0
07 Jun-10 Jun 2012,Emakumeen Euskal Bira,/iframe/CompetitionResults/43897?disciplineId=10,ESP,2.1,0
07 Jun-10 Jun 2012,Ronde de l'Oise,/iframe/CompetitionResults/44847?disciplineId=10,FRA,2.2,0
05 Jun-09 Jun 2012,Tour de Slovaquie,/iframe/CompetitionResults/43225?disciplineId=10,SVK,2.2,0
5-Jun-12,Durango-Durango Emakumeen Saria,/iframe/CompetitionResults/44122?disciplineId=10,ESP,1.2,0
03 Jun-10 Jun 2012,Critérium du Dauphiné,/iframe/CompetitionResults/42742?disciplineId=10,FRA,2.UWT,1
3-Jun-12,Memorial Philippe Van Coningsloo,/iframe/CompetitionResults/43520?disciplineId=10,BEL,1.2,0
3-Jun-12,Coppa della Pace - Trofeo F.lli Anelli,/iframe/CompetitionResults/43527?disciplineId=10,ITA,1.2,0
3-Jun-12,Grand Prix Südkärnten,/iframe/CompetitionResults/43892?disciplineId=10,AUT,1.2,0
3-Jun-12,G.P. dell'Arno,/iframe/CompetitionResults/44265?disciplineId=10,ITA,1.1,0
3-Jun-12,Riga Grand prix,/iframe/CompetitionResults/44676?disciplineId=10,LAT,1.2,0
2-Jun-12,Trofeo Melinda - val di Non,/iframe/CompetitionResults/42811?disciplineId=10,ITA,1.1,0
2-Jun-12,Trofeo Alcide Degasperi,/iframe/CompetitionResults/43513?disciplineId=10,ITA,1.2,0
02 Jun-09 Jun 2012,Romanian Cycling Tour,/iframe/CompetitionResults/45129?disciplineId=10,ROU,2.2,0
31 May-03 Jun 2012,Tour de Kumano,/iframe/CompetitionResults/45008?disciplineId=10,JPN,2.2,0
31 May-03 Jun 2012,Coupe des nations Ville Saguenay,/iframe/CompetitionResults/45095?disciplineId=10,CAN,2.Ncup,0
30 May-03 Jun 2012,Skoda-Tour de Luxembourg,/iframe/CompetitionResults/42750?disciplineId=10,LUX,2.HC,1
30 May-03 Jun 2012,Tour of Eritrea,/iframe/CompetitionResults/45291?disciplineId=10,ERI,2.2,0
27-May-12,Paris-Roubaix Espoirs,/iframe/CompetitionResults/43508?disciplineId=10,FRA,1.2U,1
27-May-12,Boucles de l'Aulne - Châteaulin,/iframe/CompetitionResults/43981?disciplineId=10,FRA,1.1,0
27-May-12,GP Industria e Commercio - Tr. Città di San Vendemiano,/iframe/CompetitionResults/45057?disciplineId=10,ITA,1.2U,1
27-May-12,Race Horizon Park,/iframe/CompetitionResults/45643?disciplineId=10,UKR,1.2,0
26-May-12,Grand Prix de Plumelec-Morbihan,/iframe/CompetitionResults/42752?disciplineId=10,FRA,1.1,0
26 May-28 May 2012,Tour de Gironde,/iframe/CompetitionResults/43843?disciplineId=10,FRA,2.2,0
26-May-12,SEB Tartu Grand Prix,/iframe/CompetitionResults/44284?disciplineId=10,EST,1.1,0
26-May-12,7-Dorpenomloop Aalburg,/iframe/CompetitionResults/45477?disciplineId=10,NED,1.2,0
25-May-12,Tallinn-Tartu Grand Prix,/iframe/CompetitionResults/44295?disciplineId=10,EST,1.1,0
25-May-12,Parkhotel Valkenburg Hills Classic,/iframe/CompetitionResults/45770?disciplineId=10,NED,1.2,0
24 May-27 May 2012,Tour du Pays de Vaud,/iframe/CompetitionResults/43862?disciplineId=10,SUI,2.1,0
24 May-27 May 2012,Tour of Trakya,/iframe/CompetitionResults/45378?disciplineId=10,TUR,2.2,0
24 May-28 May 2012,The Exergy Tour,/iframe/CompetitionResults/45752?disciplineId=10,USA,2.1,0
23 May-27 May 2012,Bayern-Rundfahrt,/iframe/CompetitionResults/43210?disciplineId=10,GER,2.HC,1
23 May-27 May 2012,Tour de Belgique - Ronde van België - Tour of Belgium,/iframe/CompetitionResults/44317?disciplineId=10,BEL,2.HC,1
23 May-27 May 2012,Tour de Free State,/iframe/CompetitionResults/45629?disciplineId=10,RSA,2.1,0
21-May-12,Grand Prix cycliste de Gatineau,/iframe/CompetitionResults/45456?disciplineId=10,CAN,1.1,0
20 May-27 May 2012,Tour of Japan,/iframe/CompetitionResults/43478?disciplineId=10,JPN,2.2,0
20 May-27 May 2012,An Post Ras,/iframe/CompetitionResults/44204?disciplineId=10,IRL,2.2,0
20-May-12,GP Comune di Cornaredo,/iframe/CompetitionResults/45160?disciplineId=10,ITA,1.2,0
20-May-12,Clasico Fundadeporte,/iframe/CompetitionResults/45609?disciplineId=10,VEN,1.2,0
19-May-12,Grand Prix Criquielion,/iframe/CompetitionResults/43534?disciplineId=10,BEL,1.2,0
19-May-12,Chrono Gatineau,/iframe/CompetitionResults/45385?disciplineId=10,CAN,1.1,0
19-May-12,Jurmala GP,/iframe/CompetitionResults/45539?disciplineId=10,LAT,1.1,0
19-May-12,Copa Fundadeporte,/iframe/CompetitionResults/45610?disciplineId=10,VEN,1.2,0
18-May-12,Tour of Zhoushan Island II,/iframe/CompetitionResults/45803?disciplineId=10,CHN,1.2,0
17 May-20 May 2012,Ronde de l'Isard,/iframe/CompetitionResults/43166?disciplineId=10,FRA,2.2U,0
17 May-20 May 2012,Tour de Berlin,/iframe/CompetitionResults/43179?disciplineId=10,GER,2.2U,0
17 May-20 May 2012,Trofeo Karlsberg,/iframe/CompetitionResults/43339?disciplineId=10,GER,2.Ncup,0
17-May-12,Gooik-Geraardsbergen-Gooik,/iframe/CompetitionResults/45548?disciplineId=10,BEL,1.2,0
17 May-20 May 2012,Tour of Adygeya,/iframe/CompetitionResults/45627?disciplineId=10,RUS,2.2,0
17-May-12,Ronde van Limburg,/iframe/CompetitionResults/45647?disciplineId=10,BEL,1.2,0
16 May-20 May 2012,Circuit de Lorraine Professionnel,/iframe/CompetitionResults/43124?disciplineId=10,FRA,2.1,0
16 May-20 May 2012,Flèche du Sud,/iframe/CompetitionResults/43180?disciplineId=10,LUX,2.2,0
16 May-20 May 2012,Glava Tour of Norway,/iframe/CompetitionResults/44300?disciplineId=10,NOR,2.1,0
16 May-20 May 2012,International Tour of Hellas,/iframe/CompetitionResults/45035?disciplineId=10,GRE,2.2,0
16 May-17 May 2012,Tour of Zhoushan Island I,/iframe/CompetitionResults/45802?disciplineId=10,CHN,2.2,0
15-May-12,Grand Prix of Maykop,/iframe/CompetitionResults/45620?disciplineId=10,RUS,1.2,0
14 May-19 May 2012,Royal Smilde Olympia's Tour,/iframe/CompetitionResults/43171?disciplineId=10,NED,2.2,0
13 May-20 May 2012,Amgen Tour of California,/iframe/CompetitionResults/43806?disciplineId=10,USA,2.HC,1
13 May-20 May 2012,Vuelta a Guatemala,/iframe/CompetitionResults/44790?disciplineId=10,GUA,2.2,0
13-May-12,Tour of Chongming Island World Cup,/iframe/CompetitionResults/44978?disciplineId=10,CHN,CDM,0
13-May-12,Rogaland GP,/iframe/CompetitionResults/45179?disciplineId=10,NOR,1.1,0
13-May-12,Celtic Chrono,/iframe/CompetitionResults/45608?disciplineId=10,IRL,1.2,0
12-May-12,104th Scandinavian Race in Uppsala 1909-2012,/iframe/CompetitionResults/45037?disciplineId=10,SWE,1.2,0
11 May-13 May 2012,Tour de Picardie,/iframe/CompetitionResults/42724?disciplineId=10,FRA,2.1,0
10 May-13 May 2012,Rhône-Alpes Isère Tour,/iframe/CompetitionResults/44377?disciplineId=10,FRA,2.2,0
10 May-12 May 2012,Tour of Malopolska,/iframe/CompetitionResults/44416?disciplineId=10,POL,2.2,0
09 May-11 May 2012,Tour of Chongming Island,/iframe/CompetitionResults/44965?disciplineId=10,CHN,2.1,0
9-May-12,Challenge du Prince - Trophée de la Maison Royale,/iframe/CompetitionResults/45366?disciplineId=10,MAR,1.2,0
09 May-13 May 2012,Heydar Aliyev Anniversary Tour,/iframe/CompetitionResults/45614?disciplineId=10,AZE,2.2U,0
9-May-12,Heydar Aliyev Anniversary Time Trial,/iframe/CompetitionResults/45759?disciplineId=10,AZE,1.2,0
08 May-13 May 2012,Jelajah Malaysia,/iframe/CompetitionResults/43834?disciplineId=10,MAS,2.2,0
8-May-12,Challenge du Prince - Trophée de l'Anniversaire,/iframe/CompetitionResults/45365?disciplineId=10,MAR,1.2,0
7-May-12,Challenge du Prince - Trophée Princier,/iframe/CompetitionResults/45358?disciplineId=10,MAR,1.2,0
6-May-12,Circuito del Porto - Trofeo Arvedi,/iframe/CompetitionResults/43499?disciplineId=10,ITA,1.2,0
6-May-12,Omloop der Kempen,/iframe/CompetitionResults/43764?disciplineId=10,NED,1.2,0
6-May-12,Circuit de wallonie,/iframe/CompetitionResults/45437?disciplineId=10,BEL,1.2,0
6-May-12,Grand Prix Dobrich II,/iframe/CompetitionResults/45632?disciplineId=10,BUL,1.2,0
05 May-27 May 2012,Giro d'Italia,/iframe/CompetitionResults/42717?disciplineId=10,ITA,2.UWT,1
05 May-09 May 2012,Five rings of Moscow,/iframe/CompetitionResults/43132?disciplineId=10,RUS,2.2,0
05 May-06 May 2012,Vuelta a la Comunidad de Madrid,/iframe/CompetitionResults/43153?disciplineId=10,ESP,2.1,0
5-May-12,Knokke-Heist  - Bredene,/iframe/CompetitionResults/45545?disciplineId=10,BEL,1.2,0
04 May-08 May 2012,4 Jours de Dunkerque / Tour du Nord-pas-de-Calais,/iframe/CompetitionResults/42708?disciplineId=10,FRA,2.HC,1
04 May-05 May 2012,Ronde van Overijssel,/iframe/CompetitionResults/43779?disciplineId=10,NED,2.2,0
04 May-06 May 2012,Szlakiem Grodòw Piastowskich,/iframe/CompetitionResults/43889?disciplineId=10,POL,2.1,0
4-May-12,Grand Prix Dobrich I,/iframe/CompetitionResults/45638?disciplineId=10,BUL,1.2,0
3-May-12,Grand Prix of Moscow,/iframe/CompetitionResults/44385?disciplineId=10,RUS,1.2,0
03 May-06 May 2012,Course de la Paix Juniors,/iframe/CompetitionResults/44760?disciplineId=10,CZE,2.Ncup,0
02 May-06 May 2012,Tour of the Gila,/iframe/CompetitionResults/44000?disciplineId=10,USA,2.2,0
02 May-06 May 2012,Giro della Regione Friuli Venezia Giulia,/iframe/CompetitionResults/44046?disciplineId=10,ITA,2.2,0
2-May-12,Memorial of Oleg Dyachenko,/iframe/CompetitionResults/44363?disciplineId=10,RUS,1.2,0
1-May-12,Rund um den Finanzplatz Eschborn-Frankfurt,/iframe/CompetitionResults/42688?disciplineId=10,GER,1.HC,0
1-May-12,Trofeo Papà Cervi Coppa 1° Maggio,/iframe/CompetitionResults/43469?disciplineId=10,ITA,1.2,0
1-May-12,Grote Prijs 1 Mei - Ereprijs Victor De Bruyne,/iframe/CompetitionResults/44111?disciplineId=10,BEL,1.2,0
1-May-12,Memorial Andrzeja Trochanowskiego,/iframe/CompetitionResults/44218?disciplineId=10,POL,1.2,0
1-May-12,Mayor Cup,/iframe/CompetitionResults/44360?disciplineId=10,RUS,1.2,0
1-May-12,Rund um den Finanzplatz Eschborn-Frankfurt (U23),/iframe/CompetitionResults/45097?disciplineId=10,GER,1.2U,1
29-Apr-12,Giro della Toscana,/iframe/CompetitionResults/42929?disciplineId=10,ITA,1.1,0
29-Apr-12,Paris - Mantes-en-Yvelines,/iframe/CompetitionResults/43492?disciplineId=10,FRA,1.2,0
29-Apr-12,GP Industrie del Marmo,/iframe/CompetitionResults/43493?disciplineId=10,ITA,1.2,0
29-Apr-12,Rutland - Melton International CiCLE Classic,/iframe/CompetitionResults/44861?disciplineId=10,GBR,1.2,0
29-Apr-12,Himmerland Rundt,/iframe/CompetitionResults/45472?disciplineId=10,DEN,1.2,0
28-Apr-12,GP Industria & Artigianato,/iframe/CompetitionResults/42772?disciplineId=10,ITA,1.1,0
27 Apr-29 Apr 2012,Vuelta Asturias Julio Alvarez Mendo,/iframe/CompetitionResults/42779?disciplineId=10,ESP,2.1,0
27 Apr-01 May 2012,Tour of Borneo,/iframe/CompetitionResults/44421?disciplineId=10,MAS,2.2,0
27 Apr-29 Apr 2012,Festival Luxembourgeois du cyclisme féminin Elsy Jacobs,/iframe/CompetitionResults/45756?disciplineId=10,LUX,2.1,0
26 Apr-29 Apr 2012,La Coupe du Président de la Ville de Grudziadz,/iframe/CompetitionResults/43456?disciplineId=10,POL,2.1,0
25 Apr-01 May 2012,Le Tour de Bretagne Cycliste - Trophée des Granitiers,/iframe/CompetitionResults/43123?disciplineId=10,FRA,2.2,0
25 Apr-29 Apr 2012,Gracia Orlova,/iframe/CompetitionResults/43310?disciplineId=10,CZE,2.2,0
25-Apr-12,GP Liberazione,/iframe/CompetitionResults/43449?disciplineId=10,ITA,1.2,0
25-Apr-12,Gran Premio della Liberazione,/iframe/CompetitionResults/43467?disciplineId=10,ITA,1.2U,1
24 Apr-29 Apr 2012,Tour de Romandie,/iframe/CompetitionResults/42701?disciplineId=10,SUI,2.UWT,1
24 Apr-29 Apr 2012,La Tropicale Amissa Bongo (Tabo),/iframe/CompetitionResults/44698?disciplineId=10,GAB,2.1,0
22-Apr-12,Liège - Bastogne - Liège,/iframe/CompetitionResults/43556?disciplineId=10,BEL,1.UWT,1
22-Apr-12,Vuelta Ciclista a La Rioja,/iframe/CompetitionResults/43812?disciplineId=10,ESP,1.1,0
22 Apr-29 Apr 2012,Presidential Cycling Tour of Turkey,/iframe/CompetitionResults/43815?disciplineId=10,TUR,2.HC,1
22-Apr-12,Int. Ronde van Noord-Holland,/iframe/CompetitionResults/44009?disciplineId=10,NED,1.2,0
22 Apr-29 Apr 2012,Tour de Korea,/iframe/CompetitionResults/44128?disciplineId=10,KOR,2.2,0
22-Apr-12,GP Stad Roeselare,/iframe/CompetitionResults/44934?disciplineId=10,BEL,1.1,0
22-Apr-12,Val d'Ille U Classic 35 - Souvenir Julien Ditlecadet,/iframe/CompetitionResults/45327?disciplineId=10,FRA,1.2,0
21 Apr-22 Apr 2012,Le Trophée Centre Morbihan,/iframe/CompetitionResults/44346?disciplineId=10,FRA,2.1,0
21-Apr-12,EPZ Omloop van Borsele WE,/iframe/CompetitionResults/44660?disciplineId=10,NED,1.2,0
21-Apr-12,Arno Wallaard Memorial,/iframe/CompetitionResults/45202?disciplineId=10,NED,1.2,0
20 Apr-22 Apr 2012,Tour of Istria - Memorial Edi Rajkovic,/iframe/CompetitionResults/43640?disciplineId=10,CRO,2.Ncup,0
18-Apr-12,La Flèche Wallonne,/iframe/CompetitionResults/42674?disciplineId=10,BEL,1.UWT,1
18-Apr-12,La Flèche Wallonne Féminine,/iframe/CompetitionResults/44161?disciplineId=10,BEL,CDM,0
18 Apr-22 Apr 2012,Grand Prix of Adygeya,/iframe/CompetitionResults/45468?disciplineId=10,RUS,2.2,0
17 Apr-20 Apr 2012,Giro del Trentino,/iframe/CompetitionResults/42978?disciplineId=10,ITA,2.HC,1
17 Apr-21 Apr 2012,Toscana-Terra di ciclismo-Coppa delle Nazioni,/iframe/CompetitionResults/45556?disciplineId=10,ITA,2.Ncup,0
15-Apr-12,Amstel Gold Race,/iframe/CompetitionResults/42694?disciplineId=10,NED,1.UWT,1
15-Apr-12,Giro dell'Appennino,/iframe/CompetitionResults/42756?disciplineId=10,ITA,1.1,0
15-Apr-12,Zellik - Galmaarden,/iframe/CompetitionResults/43434?disciplineId=10,BEL,1.2,0
15-Apr-12,Tro-Bro Léon,/iframe/CompetitionResults/43902?disciplineId=10,FRA,1.1,0
15-Apr-12,Grand Prix Bati-Metallo,/iframe/CompetitionResults/44400?disciplineId=10,BEL,1.1,0
15-Apr-12,Ronde van Gelderland,/iframe/CompetitionResults/44690?disciplineId=10,NED,1.2,0
15-Apr-12,Grand Prix of Donetsk,/iframe/CompetitionResults/45208?disciplineId=10,UKR,1.2,0
15-Apr-12,Tour of the Battenkill,/iframe/CompetitionResults/45354?disciplineId=10,USA,1.2,0
15-Apr-12,Halle-Buizingen,/iframe/CompetitionResults/45542?disciplineId=10,BEL,1.2,0
15-Apr-12,G.P. Sportivi Sovilla (La Piccola SanRemo),/iframe/CompetitionResults/45611?disciplineId=10,ITA,1.1,0
14-Apr-12,Tour du Finistère,/iframe/CompetitionResults/43479?disciplineId=10,FRA,1.1,0
14 Apr-17 Apr 2012,Le Tour de Filipinas,/iframe/CompetitionResults/43754?disciplineId=10,PHI,2.2,0
14-Apr-12,Liège - Bastogne - Liège,/iframe/CompetitionResults/44149?disciplineId=10,BEL,1.2U,1
